no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
296,Petersen,2012,n,Nodipecten_subnodosus,547026,547027,y,Nodipecten_subnodosus,ott547026,ott547027,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Pectinidae,Pectinidae,H,919.7,963.7,0.954342637750337,NA,NA,NA,NA,NA,NA,NA,38,19,NA,320,n,1124.1,NA,22,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,Kirschner,2012,n,Nothobranchius_furzeri,513643,708882,y,Nothobranchius_furzeri,ott513643,ott708882,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cyprinodontiformes,OtherFishes,Aplocheilidae,OtherFishes,NA,NA,NA,NA,NA,NA,NA,1242.52,NA,1242.52,1242.52,38,19,402,355,n,1965,5.5,22,NA,NA,NA,1.58146347744906,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Ipek,2016,n,Olea_europaea,23729,23722,y,Olea_europaea,ott23729,ott23722,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Lamiales,Lamiales,Oleaceae,OtherEudicots,NA,NA,NA,NA,andromonoecy,NA,NA,NA,NA,1907.1,1907.1,46,23,121,5634,n,3049,0.53,25,NA,NA,NA,1.59876251900792,NA,NA,NA,NA,NA,NA,shrub/tree,broadleaved,evergreen,C3,woody,simple,20,1,insects
299,McClelland,2008,n,Oncorhynchus_kisutch,739917,739931,y,Oncorhynchus_kisutch,ott739917,ott739931,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,H,429.7,287.4,1.49512874043145,gonochorous,H,MH,NA,3.05,2767.74,2767.74,60,30,NA,281,y,358.55,NA,33,NA,NA,NA,0.129546127887735,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Guyomard,2012,n,Oncorhynchus_mykiss,165368,739931,y,Oncorhynchus_mykiss,ott165368,ott739931,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,NA,NA,NA,NA,gonochorous,H,MH,NA,2.92,2592.678,2592.678,58,29,NA,2226,n,3600,NA,29,NA,NA,NA,1.3885256865681,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,Larson,2016,n,Oncorhynchus_nerka,165375,739931,y,Oncorhynchus_nerka,ott165375,ott739931,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,H,4082,2291,1.78175469227412,NA,NA,NA,NA,3.04,2858.694,2858.694,58,29,NA,6322,y,3186.5,NA,29,NA,NA,NA,1.11466984574075,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,McKinney,2016,n,Oncorhynchus_tshawytscha,730762,739931,y,Oncorhynchus_tshawytscha,ott730762,ott739931,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,H,3119.7,870.11,3.5854087414235,gonochorous,H,MH,NA,3.3,2709.06,2709.06,68,34,NA,14620,f,3119.7,0.68,34,NA,NA,NA,1.15158025292906,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,Liu,2013,n,Oreochromis_mossambicus,288069,862685,y,Oreochromis_mossambicus,ott288069,ott862685,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Cichlidae,Cichlidae,NA,NA,NA,NA,NA,NA,NA,NA,1,978,978,44,22,95,401,n,1067.6,3.3,22,NA,NA,NA,1.09161554192229,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,Kocher,1998,n,Oreochromis_niloticus,288063,862685,y,Oreochromis_niloticus,ott288063,ott862685,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Cichlidae,Cichlidae,NA,NA,NA,NA,gonochorous,XY,MH,1009.86,1.2,1058.196,1058.196,44,22,40,174,n,704,NA,30,NA,NA,NA,0.665283180053601,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,Sternstein,2015,n,Oryctolagus_cuniculus,864596,864605,y,Oryctolagus_cuniculus,ott864596,ott864605,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Lagomorpha,OtherMammal,Leporidae,OtherMammal,NA,NA,NA,NA,gonochorous,XY,MH,2737.46,3.17714285714286,3107.24571428572,3107.24571428572,44,22,363,184,n,1419,7.8,34,NA,NA,NA,0.456674537670477,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,Luo,2016,n,Oryza_rufipogon,135756,135764,y,Oryza_rufipogon,ott135756,ott135764,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,339.177,NA,449.88,449.88,24,12,NA,153,n,1596.8,11.32,12,NA,NA,NA,3.54939094869743,NA,NA,NA,12,23.91,Wild,graminoid,broadleaved,NA,C3,non-woody,NA,NA,NA,NA
307,DeLeon,2016,n,Oryza_sativa,709894,135764,y,Oryza_sativa,ott709894,ott135764,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,374.423,0.5,489,489,24,12,187,9303,n,1650,0.59,12,NA,3.221,3.221,3.37423312883436,NA,SC,NA,12,31.17,Domesticated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
308,Corbet-Detig,2015,y,Oryza_sativa,709894,135764,y,Oryza_sativa,ott709894,ott135764,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,374.423,0.5,489,489,24,12,NA,30971,n,1863.5528,0.060170895353718,NA,NA,5.02947588797233,3.221,3.81094642126789,NA,SC,NA,12,31.17,Domesticated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
309,Corbet-Detig,2015,y,Oryzias_latipes,942673,416870,y,Oryzias_latipes,ott942673,ott416870,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Beloniformes,OtherFishes,Adrianichthyidae,OtherFishes,NA,NA,NA,NA,gonochorous,H,MH,1056.24,1.1,1009.296,1009.296,48,24,NA,2142,n,1426.93,0.666167133520075,NA,NA,1.99525742496878,NA,1.41378743203183,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,Harrang,2015,n,Ostrea_edulis,1033104,969369,y,Ostrea_edulis,ott1033104,ott969369,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Ostreidae,Ostreidae,NA,NA,NA,NA,NA,NA,NA,NA,1.17,1144.26,1144.26,20,10,92,293,n,536.4,2.2,10,NA,NA,NA,0.468774579204027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,Streiff,2014,n,Ostrinia_nubilalis,1058331,1058336,y,Ostrinia_nubilalis,ott1058331,ott1058336,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Crambidae,OtherLepid,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,31,71,323,m,997,3.8,31,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,Johnston,2017,n,Ovis_aries,70819,540244,y,Ovis_aries,ott70819,ott540244,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,H,2860,3748,0.76307363927428,gonochorous,XY,MH,2615.52,3.008,2941.824,2941.824,54,27,5805,39104,n,3304,NA,26,NA,NA,NA,1.12311273550015,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,Corbet-Detig,2015,y,Ovis_aries,70819,540244,y,Ovis_aries,ott70819,ott540244,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,NA,NA,NA,NA,gonochorous,XY,MH,3227.4,3.008,2941.824,2941.824,54,27,NA,554,n,3468.8,6.26137184115523,NA,NA,1.59008242269799,NA,1.17913240221033,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,Poissant,2010,n,Ovis_canadensis,123206,540244,y,Ovis_canadensis,ott123206,ott540244,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,H,3166,2831,1.11833274461321,gonochorous,XY,NA,2590.55,NA,2590.55,2590.55,54,27,0,247,n,3051,14.3,27,NA,NA,NA,1.1777421783019,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,Manousaki,2016,n,Pagellus_erythrinus,271163,271162,y,Pagellus_erythrinus,ott271163,ott271162,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Sparidae,Sparidae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,0.65,NA,NA,NA,NA,99,917,n,2201.78,98,24,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,Liu,2012,n,Panicum_virgatum,205619,709879,y,Panicum_virgatum,ott205619,ott709879,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1792.674,1792.674,36,18,139,499,n,2085.2,4.2,18,NA,NA,NA,1.16317858127021,NA,NA,NA,NA,NA,NA,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
317,Winter,2010,n,Papilio_glaucus,947948,661370,y,Papilio_glaucus,ott947948,ott661370,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Paplionidae,OtherLepid,A,86.5,1038.5,0.0832932113625421,gonochorous,XY,NA,NA,0.44,430.32,430.32,56,28,58,253,n,1167,3.7,28,NA,NA,NA,2.71193530395984,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,Corbet-Detig,2015,y,Papio_anubis,115449,115460,y,Papio_anubis,ott115449,ott115460,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,NA,NA,NA,NA,gonochorous,XY,NA,3452.34,NA,NA,3452.34,42,21,NA,242,n,2422.1,10.0086776859504,NA,NA,1.09724002836305,NA,0.701582115318885,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,Rogers,2006,n,Papio_hamadryas,115463,115460,y,Papio_hamadryas,ott115463,ott115460,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,NA,NA,NA,NA,gonochorous,XY,NA,NA,3.535,3457.23,3457.23,40,20,984,284,n,2354,NA,20,NA,NA,NA,0.680891927930742,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,Song,2012,n,Paralichthys_olivaceus,883392,883403,y,Paralichthys_olivaceus,ott883392,ott883403,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Paralichthyidae,OtherPleuron,H,1663.8,1726.5,0.963683753258037,gonochorous,H,MH,643.911,0.71,694.38,694.38,48,24,NA,1487,y,1695.15,NA,24,NA,NA,NA,2.44124254730839,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,vanOers,2014,n,Parus_major,515143,515141,y,Parus_major,ott515143,ott515141,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Paridae,Paridae,H,NA,NA,1.04,gonochorous,ZW,FH,1020.31,1.51,1476.78,1476.78,64,32,1656,4878,n,1916.82,NA,32,NA,NA,NA,1.29797261609718,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Wang,2017,n,Patinopecten_yessoensis,6370603,6370600,y,Mizuhopecten_yessoensis,ott6370603,ott6370600,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Pectinidae,Pectinidae,NA,NA,NA,NA,NA,NA,NA,NA,1.47,1437.66,1437.66,38,19,117,7489,n,1918.65,0.26,19,NA,NA,NA,1.33456450064688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,Liu,2010,n,Penaeus_chinensis,475468,5845,y,Penaeus_chinensis,ott475468,ott5845,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Penaeidae,Penaeidae,NA,NA,NA,NA,gonochorous,NA,NA,NA,NA,NA,NA,88,44,100,354,n,580.2,11.3,7,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,Baranski,2014,n,Penaeus_monodon,212713,5845,y,Penaeus_monodon,ott212713,ott5845,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Penaeidae,Penaeidae,H,4060,2917,1.39184093246486,gonochorous,ZW,FH,NA,2.53,2474.34,2170,88,44,1024,3959,y,3488.5,1,44,3584.3,NA,NA,1.60760368663594,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,Punnuri,2016,n,Pennisetum_glaucum,1027230,985632,y,Pennisetum_schweinfurthii,ott1027230,ott985632,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,2621.04,2621.04,14,7,150,16650,n,716.7,NA,7,NA,NA,NA,0.273441076824467,NA,SC,NA,7,11.33,Domesticated,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
326,Jaari,2009,n,Perisoreus_infaustus,140438,906627,y,Perisoreus_infaustus,ott140438,ott906627,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Corvidae,OtherAves,H,988.4,774,1.27700258397933,gonochorous,ZW,FH,NA,NA,NA,NA,80,40,349,117,n,862.8,9.69,10,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,Kenney-Hunt,2014,n,Peromyscus_maniculatus,377525,764826,y,Peromyscus_maniculatus,ott377525,ott764826,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Rodentia,Rodentia,Cricetidae,Cricetidae,NA,NA,NA,NA,gonochorous,XY,NA,NA,4.36,4264.08,4264.08,48,24,145,340,n,1499,NA,24,NA,NA,NA,0.351541246880922,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Borrone,2009,n,Persea_americana,913249,1081446,y,Persea_americana,ott913249,ott1081446,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Magnoliids,Magnoliids,Magnoliids,Magnoliids,Eudicots,Laurales,Magnoliids,Lauraceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,909.54,909.54,24,12,715,152,n,1087.4,NA,12,NA,NA,NA,1.19554939859709,NA,SC,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
329,Bossolini,2011,n,Petunia_axillaris,232467,1020635,y,Petunia_axillaris,ott232467,ott1020635,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369.2,1369.2,14,7,176,125,n,970,NA,7,NA,NA,NA,0.708442886356997,NA,NA,NA,7,11.67,Cultivated,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Malkus,2009,n,Phaeosphaeria_nodorum,5346507,5486272,y,Phaeosphaeria_nodorum,ott5346507,ott5486272,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Pleosporales,OtherFungi,Phaeospaeriaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,NA,NA,32.3666666666667,37.1,34,17,152,276,n,1932.1,6.88,21,NA,NA,NA,52.078167115903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Gutierrez,2011,n,Phalloceros_caudimaculatus,808637,808632,y,Phalloceros_caudimaculatus,ott808637,ott808632,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cyprinodontiformes,Cyprinodontiformes,Poeciliidae,Poeciliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,700,48,24,46,189,n,1477,11.1,22,NA,NA,NA,2.11,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,Song,2015,n,Phaseolus_vulgaris,825707,826181,y,Phaseolus_vulgaris,ott825707,ott826181,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,521.077,NA,586.8,586.8,22,11,267,7040,n,1042.2,NA,11,NA,NA,NA,1.7760736196319,NA,SC,NA,11,21.8,Domesticated,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
333,Farrell,2013,n,Philomachus_pugnax,1090732,887704,y,Calidris_pugnax,ott1090732,ott887704,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Charadriiformes,OtherAves,Scolopacidae,OtherAves,NA,NA,NA,NA,gonochorous,ZW,FH,NA,NA,NA,NA,80,40,381,58,n,641.6,22.9,7,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Mathew,2014,n,Phoenix_dactylifera,789008,452638,y,Phoenix_dactylifera,ott789008,ott452638,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Lilioid.Alismatid,Commelinid,Monocots,Monocots,Arecales,Arecales,Arecaceae,Arecaceae,NA,NA,NA,NA,dioecy,NA,NA,556.481,NA,929.1,929.1,36,18,NA,1200,n,1293,1,18,NA,NA,NA,1.39166935744269,NA,SI,P,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,compound,17,17,variable
335,Chaudhary,2013,n,Phycomyces_blakesleeanus,735973,735974,y,Phycomyces_blakesleeanus,ott735973,ott735974,Terrestrial,n,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Zygomycota,Fungi,Fungi,Fungi,Fungi,Fungi,Mucorales,OtherFungi,Phycomycetaceae,OtherFungi,NA,NA,NA,NA,NA,H,NA,53.9392,0.041,53.9392,53.9392,NA,NA,121,134,n,1583.4,NA,12,NA,NA,NA,29.3552740863787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,Kamisugi,2008,n,Physcomitrella_patens,821359,821349,y,Physcomitrella_patens,ott821359,ott821349,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,OtherPlants,Bryophyta,OtherPlants,OtherPlants,OtherPlants,OtherPlants,Bryopsida,Funariales,OtherPlants,Furnariacae,OtherPlants,NA,NA,NA,NA,NA,NA,NA,477.948,NA,477.948,477.948,54,27,188,1420,n,4410,NA,31,NA,NA,NA,9.2269451906902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,Lamour,2012,n,Phytophthora_capsici,775738,775740,y,Phytophthora_capsici,ott775738,ott775740,Plants,y,n,Eukaryota,Chromalveolata,SAR,SAR,Heterokonta,SAR,SAR,SAR,SAR,Oomycota,Peronosporales,OtherSAR,Pythiaceae,OtherSAR,NA,NA,NA,NA,NA,NA,NA,56.0343,NA,64,64,18,9,65,1136,n,1654,NA,18,NA,NA,NA,25.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,vanderLee,2004,n,Phytophthora_infestans,775725,775740,y,Phytophthora_infestans,ott775725,ott775740,Plants,y,n,Eukaryota,Chromalveolata,SAR,SAR,Heterokonta,SAR,SAR,SAR,SAR,Oomycota,Peronosporales,OtherSAR,Pythiaceae,OtherSAR,NA,NA,NA,NA,NA,NA,NA,228.544,NA,240,240,18,9,NA,629,n,1091,2,13,NA,NA,NA,4.54583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Lind,2014,n,Picea_abies,517943,517942,y,Picea_abies,ott517943,ott517942,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Pinaceae,Pinaceae,NA,NA,NA,NA,monoecious,H,NA,NA,18.6,18190.8,18190.8,24,12,247,686,n,1889.2,NA,12,NA,0.065,0.065,0.103854695780285,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
340,Gosselin,2002,n,Picea_glauca,771681,517942,y,Picea_glauca,ott771681,ott517942,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Pinaceae,Pinaceae,NA,NA,NA,NA,monoecious,H,NA,24633.1,20.2,19755.6,19755.6,24,12,NA,165,n,2059.4,NA,23,NA,0.091,0.091,0.104243859968819,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
341,Kang,2011,n,Picea_mariana,363879,517942,y,Picea_mariana,ott363879,ott517942,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Pinaceae,Pinaceae,H,1670,1563,1.06845809341011,monoecious,H,NA,NA,NA,20000,NA,24,12,NA,1216,n,1865,1.5,12,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
342,Shi,2009,n,Pinctada_martensii,763333,978940,y,Pinctada_martensii,ott763333,ott978940,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Pteriidae,Pteriidae,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1154.04,1154.04,56,28,NA,3117,n,990.74,0.39,NA,NA,NA,NA,0.858497105819556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Jones,2013,n,Pinctada_maxima,855589,978940,y,Pinctada_maxima,ott855589,ott978940,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Pteriidae,Pteriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,14,NA,887,n,813.7,NA,14,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,Friesline,2015,n,Pinus_balfouriana,1044480,1005718,y,Pinus_balfouriana,ott1044480,ott1005718,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Pinaceae,Pinaceae,NA,NA,NA,NA,monoecious,H,NA,NA,29.94,29281.32,29281.32,24,12,NA,507,n,1572.8,NA,12,NA,NA,NA,0.0537134254876488,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
