ott_id,species_name,trait,value,value_type,source
ott833644,Capsella bursa-pastoris,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833644,Capsella bursa-pastoris,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott19798,Capsella rubella,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott19798,Capsella rubella,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott19798,Capsella rubella,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott19798,Capsella rubella,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott19798,Capsella rubella,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,plant_growth_form,herb/shrub,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,recombination_index_chiasma,22.08,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,recombination_index_haploid,12.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott473836,Capsicum annuum,woodiness,non-woody/woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott232458,Capsicum baccatum,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott232458,Capsicum baccatum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott232458,Capsicum baccatum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott232458,Capsicum baccatum,recombination_index_chiasma,22.1,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott232458,Capsicum baccatum,recombination_index_haploid,12.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1005907,Carassius auratus,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1005907,Carassius auratus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1005907,Carassius auratus,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1005907,Carassius auratus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,genus_n_dioecious_species,1.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,genus_n_species,1.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,plant_life_form,P,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,sexual_system,polygamodioecy,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429474,Carica papaya,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1061541,Carthamus tinctorius,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott540978,Castanea mollissima,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,plant_growth_form,shrub,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott524094,Catharanthus roseus,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott780217,Ceratopteris richardii,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott780217,Ceratopteris richardii,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott780217,Ceratopteris richardii,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott780217,Ceratopteris richardii,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott936014,Cervus elaphus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117198,Chenopodium quinoa,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,plant_growth_form,shrub/tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott324777,Chimonanthus praecox,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott33153,Chlamydomonas reinhardtii,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott33153,Chlamydomonas reinhardtii,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott56422,Chlamys farreri,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott56422,Chlamys farreri,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott56422,Chlamys farreri,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1002218,Chlamys noblis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1002218,Chlamys noblis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1002218,Chlamys noblis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3899190,Chrysanthemum morifolium,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3899190,Chrysanthemum morifolium,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3899190,Chrysanthemum morifolium,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,recombination_index_chiasma,10.22,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,recombination_index_haploid,8.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott612429,Cicer arietinum,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott744224,Ciona intestinalis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott744224,Ciona intestinalis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott744224,Ciona intestinalis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott744224,Ciona intestinalis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott744224,Ciona intestinalis,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott677382,Ciona savignyi,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott677382,Ciona savignyi,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott677382,Ciona savignyi,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott677382,Ciona savignyi,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott677382,Ciona savignyi,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,genus_n_dioecious_species,2.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,genus_n_species,7.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,recombination_index_chiasma,20.26,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,recombination_index_haploid,11.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,sexual_system,monoecious,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1006251,Citrullus lanatus,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott236255,Citrus clementina,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott236255,Citrus clementina,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3942433,Citrus sinensis,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1011450,Citrus unshiu,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott192116,Clunio marinus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott192116,Clunio marinus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott192116,Clunio marinus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott192116,Clunio marinus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott192116,Clunio marinus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4930749,Cochliobus sativus,host_type,plants,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4930749,Cochliobus sativus,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4930749,Cochliobus sativus,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,sexual_system,monoecious,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366250,Cocos nucifera,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,plant_growth_form,shrub/tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1001050,Coffea arabica,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5304351,Coprinus cinereus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5304351,Coprinus cinereus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5304351,Coprinus cinereus,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott679189,Corchorus capsularis,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,recombination_index_chiasma,13.65,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,recombination_index_haploid,7.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott578269,Corchorus olitorius,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott629345,Coregonus clupeaformis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott629345,Coregonus clupeaformis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott629345,Coregonus clupeaformis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott629345,Coregonus clupeaformis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,genus_n_dioecious_species,1.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,genus_n_species,55.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,plant_growth_form,shrub/tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148264,Cornus florida,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott803622,Coturnix japonica,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
