ott_id,species_name,trait,value,value_type,source
ott444202,Acacia mangium,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott444202,Acacia mangium,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott444202,Acacia mangium,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott444202,Acacia mangium,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott735589,Acromyrmex echinatior,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott735589,Acromyrmex echinatior,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott735589,Acromyrmex echinatior,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott735589,Acromyrmex echinatior,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott735589,Acromyrmex echinatior,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott718262,Acropora millepora,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,genus_n_dioecious_species,8.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,genus_n_species,30.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,plant_growth_form,shrub,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,sexual_system,dioecy,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279981,Actinidia chinensis,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,genus_n_dioecious_species,8.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,genus_n_species,30.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott279954,Actinidia rufa,sexual_system,dioecy,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,sex_determination_karyotype,XO,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott814484,Acyrthosiphon pisum,sexual_system,parthenogenic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott269666,Aedes aegypti,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott269666,Aedes aegypti,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott269666,Aedes aegypti,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott269666,Aedes aegypti,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott269666,Aedes aegypti,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott793181,Aedes albopictus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott793181,Aedes albopictus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott793181,Aedes albopictus,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott793181,Aedes albopictus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott793181,Aedes albopictus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott327444,Aegilops sharonensis,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott881533,Aegilops tauschii,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790374,Aegilops umbellulata,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott564405,Agaricus bisporus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott564405,Agaricus bisporus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott564405,Agaricus bisporus,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott583561,Agaricus subrufescens,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott583561,Agaricus subrufescens,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott583561,Agaricus subrufescens,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott550221,Agrostis capillaris,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott307879,Agrostis stolonifera,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,recombination_index_chiasma,22.4,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,recombination_index_haploid,8.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,sex_determination_genotypic,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott781600,Allium cepa,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,recombination_index_chiasma,16.81,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,recombination_index_haploid,8.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott856720,Allium fistulosum,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,domestication_status,Cultivated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,genus_n_dioecious_species,45.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,genus_n_species,60.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,pollination_mode,wind,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,selfing,SI,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317810,Amaranthus hybridus,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1092552,Ambystoma tigrinum,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott513777,Amphilophus astorquii,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott513777,Amphilophus astorquii,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott513777,Amphilophus astorquii,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott513777,Amphilophus astorquii,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1016450,Amylostereum areolatum,host_type,plants,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1016450,Amylostereum areolatum,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1016450,Amylostereum areolatum,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,photosynthetic_pathway,CAM,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,selfing,SI,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott627039,Ananas comosus,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott765167,Anas platyrhynchos,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott854198,Anguilla japonica,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott286257,Anopheles funestus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott286257,Anopheles funestus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott286257,Anopheles funestus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott286257,Anopheles funestus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott286257,Anopheles funestus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,sex_determination_karyotype,XO,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott553555,Anopheles gambiae,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott441856,Anoplopoma fimbria,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott441856,Anoplopoma fimbria,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott441856,Anoplopoma fimbria,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott441856,Anoplopoma fimbria,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott441856,Anoplopoma fimbria,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott319626,Anthurium andreanum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott319626,Anthurium andreanum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3999598,Anthurium ornatum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott3999598,Anthurium ornatum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott625771,Apis cerana,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott625771,Apis cerana,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott625771,Apis cerana,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott625771,Apis cerana,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott625771,Apis cerana,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461645,Apis mellifera,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461645,Apis mellifera,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461645,Apis mellifera,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461645,Apis mellifera,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461645,Apis mellifera,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott721060,Apostichopus japonicus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott152273,Arabidopsis halleri,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott152273,Arabidopsis halleri,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,domestication_status,Cultivated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,recombination_index_chiasma,9.24,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,recombination_index_haploid,5.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309263,Arabidopsis thaliana,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott607569,Arachis duranensis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott607569,Arachis duranensis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
